,VOO,XLF,MDY,VDC,DE,FISV,VRTX,UPST,DKNG,META,LEU,REXR,ATKR,LNSTY,BALL,SND,VIRT,GNRC,MTN,PERI
2/17/2021,0.0002217848133,0.004990642545,-0.005423626267,0.003258655804,-0.01579993062,0.007894736842,0.021781519,-0.05461638492,-0.02710743802,-0.00146001387,0.0003954132068,-0.006048780488,-0.004741583689,-0.01313160148,-0.003548458638,-0.04938271605,-0.02540336423,0.01366502154,-0.01394296363,-0.02501078051
2/18/2021,-0.004268410987,-0.005896958411,-0.01071087164,-0.00394408677,-0.03790694694,0.01782659584,-0.02336513847,-0.05639614856,-0.009853890588,-0.01527945316,-0.04466403162,-0.0251276011,-0.02652056535,0.01099218976,0.005675495215,-0.05844155844,-0.01021486439,-0.01086344703,-0.004488390929,-0.03184431667
2/19/2021,-0.001837160752,0.01186387761,0.01436257824,-0.01071449368,0.09908409659,-0.01494913755,-0.01339179336,0.09001457726,0.04512697323,-0.02906566688,0.0182043856,-0.001409585179,0.04143556281,-0.01602288984,0.001217218103,0.03793103448,-0.004270462633,0.03417174074,0.03142479406,0.03380539059
2/22/2021,-0.007864134527,0.009256402345,-0.003117625409,0.0002354464654,0.02275757576,0.01795977011,0.03835378224,-0.1417586092,-0.00886553932,-0.004702553907,0.06216984965,-0.001814882033,0.06093358396,-0.002617039837,-0.0266357206,0.02990033223,-0.03609721229,-0.07365119542,0.01209491882,-0.04109589041
2/23/2021,0.00126486213,0.006114338123,0.001932891736,0,-0.0002962875174,0.01976005646,0.006885001861,-0.05129203999,-0.00165645188,0.02124226943,-0.02677888294,0.000404040404,-0.02318027462,-0.002623906706,-0.0177131827,-0.03870967742,0.005561735261,-0.01087021087,-0.01438591933,-0.01889400922
2/24/2021,0.01106058054,0.0194469766,0.0183162093,0.001941976108,0.0244509647,0.03001730104,0.002772130845,0.01984670134,0.0001659200265,-0.005830136162,-0.02790880503,0.006462035541,0.02629987908,0.004384682841,-0.002889839325,0.07382550336,-0.004424778761,-0.03110737449,0.05340845442,0.0206669798
2/25/2021,-0.02398933807,-0.01818181818,-0.03077971008,-0.01321508281,0.006856448533,-0.02334761065,-0.01870622927,-0.08039189371,-0.04097544791,-0.03639665544,-0.05216336433,-0.02166934189,-0.00913107511,0.0008731082654,0,-0.034375,0.0437037037,-0.02175529937,-0.03740773177,-0.08697653014
2/26/2021,-0.005490441511,-0.01912568306,-0.001054180484,-0.0137491816,0.003131913915,-0.007911256342,-0.002018968917,-0.04203152364,0.06434872859,0.01150418155,0.002133105802,-0.02132895816,0.00549940547,-0.007269555103,-0.01008578716,0.05501618123,-0.03229240596,0.0440347209,0.004613984923,0.0005040322581
3/1/2021,0.02440001144,0.03125967193,0.02809717489,0.009897404949,0.02976054079,0.0113547716,-0.0102093625,0.01538695917,0.1168535674,0.02829749243,0.02809706258,0.008801341157,0.0339985218,0.01669595782,0.01299918023,-0.01840490798,0.009534286762,0.05064328195,0.01630118378,0.08765743073
3/2/2021,-0.007734837485,-0.003601440576,-0.01394264696,-0.000836620055,-0.02244721983,-0.008570449092,0.007985549957,-0.0943735934,-0.002037252619,-0.02230946359,0.01532091097,-0.01059410054,-0.01115082202,-0.002304811294,-0.001734104046,0.14375,-0.0203414457,-0.02180505415,-0.009101903125,0.1899027327
3/3/2021,-0.01319825524,0.007831325301,-0.008718093297,-0.005263157895,-0.02384475302,0.001037344398,-0.01707064038,-0.04605699139,-0.04126567512,-0.01386100386,0.02243066884,-0.01868570229,0.000144571346,-0.02165752238,-0.02026635785,-0.1830601093,-0.001112347052,-0.06034839091,-0.01721479959,-0.1140521604
3/4/2021,-0.01231962585,-0.01135684399,-0.02115557111,-0.00499037999,-0.01489535358,-0.002158894646,-0.003118403377,-0.04619659604,-0.05840304183,0.008731059865,-0.112883925,-0.003209242619,-0.01459959526,-0.02036599764,-0.01300236407,-0.07023411371,-0.005939123979,-0.039401747,-0.01241830065,-0.09973637961
3/5/2021,0.01833458451,0.01904474002,0.02331142998,0.02278083268,0.03515312916,0.03582864561,0.02016458925,-0.06846321923,-0.03860442578,0.02577239559,0.05665467626,0.02146383344,0.01584274608,-0.1241337752,-0.0154491018,0.02158273381,0.007468259895,0.004284966636,0.02074784911,-0.08247925817
3/8/2021,-0.004905157504,0.0127558588,0.007535218958,0.004962779156,0.01106251608,0.01512239953,0.007547881876,-0.08385457389,0.01646505376,-0.03394127441,-0.02978723404,-0.003362050851,0.05357400722,-0.07980736154,0.004622308722,0.05633802817,0.0166790215,-0.03980067094,0.02363276818,-0.09042553191
3/9/2021,0.01399019831,-0.009080257762,0.007283763278,0.0005878894768,-0.002855527283,0.008230452675,0.002153759715,0.1359078302,0.02809917355,0.04085229721,0.03684210526,0.004638414506,-0.02796052632,0.03028037383,0.04443637244,-0.04,0.02260298943,0.04860757776,-0.03569166456,0.08187134503
3/10/2021,0.006182032765,0.02039609814,0.01362286403,0.01374853114,0.02418554538,0.01110204082,0.00116800598,-0.004695717506,0.1139871383,-0.003160984421,0.01945854484,0.0008394543547,0.04342921602,-0.02431059507,-0.01205657315,0.05208333333,-0.01176470588,0.01733842272,0.002298926073,0.01567567568
3/11/2021,0.01055659508,-0.002896871379,0.01511709378,0.0002897878753,0.008969603012,0.00201840788,0.004013253068,0.1179467824,0.033482465,0.03389958475,0.03319502075,0.0115328161,-0.003108108108,0.02119747118,-0.01983102558,0.006600660066,0.02597402597,0.05488076312,0.000950227727,0.04949441192
3/12/2021,0.001409423794,0.01016850668,0.009244734475,0.00666319022,0.01380124019,0.0001611473693,-0.003811294446,-0.02093180284,0.001955034213,-0.02000876296,0.003614457831,0.02135157546,0.0004066693778,-0.01675163875,0.01328863881,0.04262295082,0.04078762307,-0.007414998794,0.03116406966,0.03904665314
3/15/2021,0.005795341649,-0.005752085131,0.01400949164,0.003683665247,0.01320739398,-0.001047289132,0.02482153688,0.085,-0.05574912892,0.01993293592,0.05642256903,0.01968743657,0.006504065041,-0.01518518519,0.008979206049,-0.0251572327,0.0152027027,0.02675372001,-0.01733333333,-0.0112249878
3/16/2021,-0.001124951984,-0.01041365346,-0.01299842629,0.0004014221814,-0.002270481075,0.0009677419355,-0.003004780332,-0.04576513587,-0.009003690037,0.02020091324,-0.01742424242,0.001592356688,-0.02719439957,-0.01805189921,-0.01756440281,-0.04838709677,0.005657237937,-0.03614208394,0.0006461200491,-0.04343534057
3/17/2021,0.003268781761,0.006723180357,0.00670904686,-0.001375752365,0.01536731634,-0.004753464389,-0.008721859446,0.01232306411,0.05227882038,0.01693640791,-0.01542020046,-0.006558028617,0.01549958483,-0.03255457679,-0.00452920143,0.03389830508,-0.002647253475,-0.02875203289,0.02040420998,0.05933952528
3/18/2021,-0.01470266126,0.005226480836,-0.01976674826,-0.007060444291,0.00303222064,-0.009066623492,-0.01713653952,0.8932390196,-0.04302901628,-0.01897820499,0.03719655442,0.01280256051,-0.01662578359,-0.0190023753,-0.01065613027,-0.08196721311,-0.02687458527,-0.03020346266,-0.001518698981,-0.08085728203
3/19/2021,-0.001778419985,-0.01155401502,-0.001657713614,0.004162330905,-0.02084592939,-0.004411404297,0.01288901387,0.08853940394,0.06463540896,0.04123896346,0.04794261986,-0.02093620383,0.0004157427938,0.03107344633,-0.01670095607,-0.01785714286,0.005114217525,-0.004332812093,-0.007129729387,0.01589825119
3/22/2021,0.007905798513,-0.01724137931,-0.005422788322,0.008981001727,-0.002389390034,-0.001312874374,0.01253991023,0.3160121328,-0.003612114476,0.01182310158,0.004322766571,0.01412144442,-0.009973680565,-0.01095890411,0.03778461538,-0.01090909091,0.02476255088,0.0265026339,0.0005106437303,0.00991131977
3/23/2021,-0.007346645676,-0.01397561701,-0.02631078425,0.002282323405,-0.03794504696,-0.003450825733,-0.02390092313,-0.2813732031,-0.02746793084,-0.009913470055,-0.04268292683,0.01412373185,-0.06310340003,-0.005935892362,0.01197817837,-0.08088235294,-0.004634227077,-0.03238453447,-0.04532839963,-0.04700413223
3/24/2021,-0.005536852063,0.003618817853,-0.006272518123,-0.005408174883,0.009566701166,0.01615961745,-0.009597827614,-0.05232950709,-0.0447311828,-0.02921240065,-0.05582615212,-0.007650058847,-0.0005973715651,-0.03184713376,0.0002343841556,-0.012,-0.01130695045,-0.02203775077,-0.06993450949,-0.05799457995
3/25/2021,0.005623636058,0.01682692308,0.02118597794,0.01036002518,0.01631985814,-0.002434077079,0.003876335445,0.1019771999,-0.011556356,-0.01205075494,-0.03571428571,-0.0005930025697,0.02600119546,0.005756578947,-0.01523140012,0.02834008097,0.003027245207,0.01397871194,0.005927788755,0.01611047181
3/26/2021,0.01274239769,0.01566193853,0.02316329804,0.0128030818,0.01496728462,0.005368035787,0.01073648521,0.1553382365,-0.03431521409,0.01535481093,-0.01193415638,0.01740506329,0.05141275852,0.01185609158,0.0004759071981,0.01968503937,0.01542588867,0.04986213999,0.02225,-0.03737259343
3/29/2021,-0.0006043790006,-0.008728542333,-0.01808185961,0.007998657568,-0.01160385721,-0.01715071596,0.009644055162,-0.059181532,-0.08490566038,0.02755988976,-0.04081632653,-0.016718507,-0.05125363624,-0.01535353535,0.01201094066,-0.06177606178,0.02542932629,-0.04081761802,-0.007336757153,-0.03470588235
3/30/2021,-0.002556419913,0.007044320517,0.01243267409,-0.007824205094,0.01616979645,-0.006008724998,-0.01716579761,-0.0387389397,0.04810996564,-0.00969671962,0.04168475901,0.003361012258,0.03255949774,-0.02256873205,-0.00669800235,0.0329218107,-0.01449275362,0.04819555321,0.02122267976,0.05179768434
3/31/2021,0.003968472689,-0.007577965608,0.001009315138,-0.003187919463,0.0005883611468,-0.01424312686,0.008920606601,-0.003248762376,0.005409836066,0.02267361111,-0.01125468945,-0.006896551724,0.01668552036,0.01427371956,0.002484325092,0.00796812749,0.01470588235,0.03052714398,0.005169561621,0.03707995365
4/1/2021,0.01059566292,0.01233480176,0.01312887302,-0.002861471133,-0.005399048485,0.0262936828,-0.008609055796,0.1196647524,0.02527311267,0.01402234068,0.01306913997,0.02837301587,0.02726008345,0.03435430464,0.01805522776,0.03557312253,0.01449275362,-0.01114673996,0.01155454982,0.02737430168
4/5/2021,0.01442307692,0.007832898172,0.007049554219,0.01204141346,0.007228850908,0.005729720881,0.01070221555,-0.02606043804,-0.003975826972,0.0343199625,-0.0004161464836,0.005209338221,0.0008123476848,0.0144057623,0.006954909007,-0.03053435115,0.0219047619,0.003829524398,0.01108361862,0.003806416531
4/6/2021,-0.0005622941602,-0.002014968336,0.000947086679,0.003391526743,0.00213441477,0.006673720192,-0.00009288500836,0.0269000854,0.01868114322,-0.008578550387,-0.005412156536,0.01170825336,-0.01812770563,0.009072978304,0.01289282836,-0.01181102362,-0.0164647406,0.02645828206,0.02081796849,0.01354279523
4/7/2021,0.00125917591,0.004903374676,-0.007939772914,-0.002659721837,-0.002183115466,-0.004608294931,-0.01198327915,-0.1263340263,-0.02680250784,0.02230131261,0,-0.00151773857,-0.01488013227,-0.0191555903,-0.01659279464,0.01195219124,0.006948831333,-0.02283898813,-0.004860267315,-0.03794762159
4/8/2021,0.00486982581,0.0002870264064,0.004457806345,0.0005555864215,-0.001921075802,0.008365821962,-0.01147047762,-0.02173395733,-0.01578354002,-0.000223577885,0.001255755546,0.002280068402,-0.01958041958,0.01275408529,0.0127123541,0.003937007874,-0.02509410289,0.0180663763,0.007095007095,0.01111111111
4/9/2021,0.007189455465,0.008608321377,0.004252244814,-0.001055028042,0.007832758575,0.001127668143,0.01459958151,0.03210897592,0.01963672067,-0.001789023066,-0.01170568562,0.002464454976,0.0242510699,0.01259346714,0.02544790597,-0.007843137255,-0.004182754183,-0.0045192974,-0.002588636215,-0.02582417582
4/12/2021,0.0004494382022,0.00426742532,0.003185957123,0.004780433574,0.003342175066,-0.001287311932,0.001171783454,-0.1165056171,-0.06868881399,-0.00294437688,-0.01649746193,0.005295007564,0.01016713092,0.01010493587,0.009347874471,-0.0395256917,0.01195476575,-0.006264943555,0.0006570518085,-0.00451212634
4/13/2021,0.002721843454,-0.009348441926,-0.004036388969,-0.004591723833,0.001083910538,0.002980745992,0.01095505618,-0.01778410101,0.02085128382,-0.005713552032,0.02795698925,0.02031602709,-0.007583069075,0.01462100808,0.0006615214994,-0.02057613169,-0.0159642401,0.0003959310471,0.0119176598,0.006798866856
4/14/2021,-0.003215179866,0.006005147269,0.005533954617,-0.0008336575335,0.007473525761,-0.005220883534,0.005510790034,-0.05386565272,-0.006076975017,-0.02240444215,-0.001255230126,-0.02230825959,0.01222561823,0.01592718999,-0.01421330983,0.06302521008,0.01232965607,-0.008828812373,0.01586529103,-0.04670793472
4/15/2021,0.01073420934,-0.0008527572484,0.007283440403,0.007453554344,0.001677588467,0.01356479612,0.01828397734,0.05635824323,-0.02377717391,0.01651145895,-0.03519061584,0.03036017349,-0.0009607466374,0.02612915267,0.01207108528,-0.02766798419,-0.0003205128205,0.004545873391,0.01568138993,-0.01534828808
